Feature,Importance
Product_ID_P00114342,301.0798400262943
Product_ID_P00182242,300.5892300820733
Product_ID_P00328942,300.5850482535234
Product_ID_P00040242,292.74191685785314
Product_ID_P00001142,280.2248482435965
Product_ID_P00041342,278.47844650972854
Product_ID_P00039742,273.08197419474993
Product_ID_P00128942,272.3798220243015
Product_ID_P00086142,267.12595949020584
Product_ID_P00109842,260.7102058731509
Age_Category_26-35,260.4842762014556
Age_26-35,260.4842762014556
Product_ID_P00030442,259.1675285798002
Product_ID_P00166742,254.0661735164054
Product_ID_P00045442,253.44122392326818
Age_Category_46-50,238.17957980116273
Age_46-50,238.17957980116273
City_Category_A,236.38004265103086
Product_ID_P00185842,234.6475072860581
Product_ID_P00234542,232.504232843838
Product_ID_P00004542,230.4685515507845
Product_ID_P00030942,227.67463180511328
Product_ID_P00007242,227.02244502163197
Product_ID_P00177542,225.53043001095654
Product_ID_P0096642,217.14552492964137
Age_18-25,213.76691964142785
Age_Category_18-25,213.76691964142785
Product_ID_P0095642,212.6592413277253
Product_ID_P00053142,211.27204837954588
Product_ID_P00016742,195.77332463048702
Product_ID_P00157342,175.43003668516837
Product_ID_P00074142,170.72454242741435
Product_ID_P00134042,166.48494652210735
Product_ID_P00041542,164.68309102567946
City_Code,163.82463484347443
Product_ID_P00052142,160.2818698507673
Product_ID_P00115942,151.2056853924143
Product_ID_P00034742,129.97477811646775
Product_ID_P00283942,127.00974181225445
Product_ID_P00127742,109.50545545376693
Product_ID_P00073642,101.86424311506197
Product_ID_P00302542,89.33985378345334
Product_ID_P00030542,84.46363441663978
Stay_In_Current_City_Years_1,82.40764684706734
Stay_Years,79.03955340918401
Age_36-45,74.84011221016362
Age_Category_36-45,74.84011221016362
Product_ID_P00005742,71.2645557227131
Product_ID_P00114742,66.025690992435
Stay_In_Current_City_Years_0,61.82315451359564
Product_ID_P00093642,61.80724583681058
Product_ID_P00273442,48.471496493026265
Product_ID_P00356442,44.43676139729932
Product_ID_P00052942,40.08197902249799
